[T24.],Land,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
145,Western Asia,2010,Forest cover (% of total land area),4.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
145,Western Asia,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),13.94,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
145,Western Asia,2016,Land area (thousand hectares),"479,232",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
145,Western Asia,2016,Arable land (thousand hectares),"38,482",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
145,Western Asia,2016,Permanent crops (thousand hectares),"6,061",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
145,Western Asia,2016,Forest cover (thousand hectares),"19,896",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
145,Western Asia,2016,Arable land (% of total land area),8.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
145,Western Asia,2016,Permanent crops (% of total land area),1.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
145,Western Asia,2016,Forest cover (% of total land area),4.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
145,Western Asia,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),15.38,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
145,Western Asia,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),15.38,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
150,Europe,2005,Land area (thousand hectares),"2,214,115",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
150,Europe,2005,Arable land (thousand hectares),"279,192",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
150,Europe,2005,Permanent crops (thousand hectares),"16,138",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
150,Europe,2005,Forest cover (thousand hectares),"1,004,147",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
150,Europe,2005,Arable land (% of total land area),12.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
150,Europe,2005,Permanent crops (% of total land area),0.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
150,Europe,2005,Forest cover (% of total land area),45.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
150,Europe,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),57.59,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
150,Europe,2010,Land area (thousand hectares),"2,213,629",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
150,Europe,2010,Arable land (thousand hectares),"273,245",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
150,Europe,2010,Permanent crops (thousand hectares),"15,431",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
150,Europe,2010,Forest cover (thousand hectares),"1,013,572",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
150,Europe,2010,Arable land (% of total land area),12.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
150,Europe,2010,Permanent crops (% of total land area),0.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
150,Europe,2010,Forest cover (% of total land area),45.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
150,Europe,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),63.58,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
150,Europe,2016,Land area (thousand hectares),"2,213,397",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
150,Europe,2016,Arable land (thousand hectares),"274,806",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
150,Europe,2016,Permanent crops (thousand hectares),"15,092",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
150,Europe,2016,Forest cover (thousand hectares),"1,015,865",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
150,Europe,2016,Arable land (% of total land area),12.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
150,Europe,2016,Permanent crops (% of total land area),0.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
150,Europe,2016,Forest cover (% of total land area),45.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
150,Europe,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),65.57,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
150,Europe,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),65.59,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
151,Eastern Europe,2005,Land area (thousand hectares),"1,805,641",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
151,Eastern Europe,2005,Arable land (thousand hectares),"195,108",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
151,Eastern Europe,2005,Permanent crops (thousand hectares),"4,505",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
151,Eastern Europe,2005,Forest cover (thousand hectares),"852,968",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
151,Eastern Europe,2005,Arable land (% of total land area),10.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
151,Eastern Europe,2005,Permanent crops (% of total land area),0.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
151,Eastern Europe,2005,Forest cover (% of total land area),47.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
151,Eastern Europe,2010,Land area (thousand hectares),"1,805,269",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
151,Eastern Europe,2010,Arable land (thousand hectares),"190,941",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
151,Eastern Europe,2010,Permanent crops (thousand hectares),"4,275",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
151,Eastern Europe,2010,Forest cover (thousand hectares),"859,827",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
151,Eastern Europe,2010,Arable land (% of total land area),10.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
151,Eastern Europe,2010,Permanent crops (% of total land area),0.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
151,Eastern Europe,2010,Forest cover (% of total land area),47.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
151,Eastern Europe,2016,Land area (thousand hectares),"1,805,270",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
151,Eastern Europe,2016,Arable land (thousand hectares),"194,458",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
151,Eastern Europe,2016,Permanent crops (thousand hectares),"4,069",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
151,Eastern Europe,2016,Forest cover (thousand hectares),"860,545",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
151,Eastern Europe,2016,Arable land (% of total land area),10.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
151,Eastern Europe,2016,Permanent crops (% of total land area),0.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
151,Eastern Europe,2016,Forest cover (% of total land area),47.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
154,Northern Europe,2005,Land area (thousand hectares),"170,310",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
