T10,Health Personnel,,,,,
591,Panama,2010,Health personnel: Nurses and midwives (number),"9,021",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
591,Panama,2010,Health personnel: Nurses and midwives personnel (per 1000 population),2.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
591,Panama,2011,Health personnel: Physicians (number),"5,551",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
591,Panama,2011,Health personnel: Physicians (per 1000 population),1.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
591,Panama,2011,Health personnel: Dentists (number),"1,114",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
591,Panama,2011,Health personnel: Dentists (per 1000 population),0.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
591,Panama,2011,Health personnel: Nurses and midwives (number),"8,579",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
591,Panama,2011,Health personnel: Nurses and midwives personnel (per 1000 population),2.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
591,Panama,2013,Health personnel: Physicians (number),"6,068",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
591,Panama,2013,Health personnel: Physicians (per 1000 population),1.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
591,Panama,2013,Health personnel: Dentists (number),"1,037",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
591,Panama,2013,Health personnel: Dentists (per 1000 population),0.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
591,Panama,2016,Health personnel: Physicians (number),"6,333",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
591,Panama,2016,Health personnel: Physicians (per 1000 population),1.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
591,Panama,2016,Health personnel: Dentists (number),"1,129",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
591,Panama,2016,Health personnel: Dentists (per 1000 population),0.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
591,Panama,2016,Health personnel: Nurses and midwives (number),"5,688",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
591,Panama,2016,Health personnel: Nurses and midwives personnel (per 1000 population),1.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
598,Papua New Guinea,2000,Health personnel: Physicians (number),275,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
598,Papua New Guinea,2000,Health personnel: Physicians (per 1000 population),0.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
598,Papua New Guinea,2000,Health personnel: Dentists (number),90,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
598,Papua New Guinea,2000,Health personnel: Dentists (per 1000 population),0.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
598,Papua New Guinea,2000,Health personnel: Nurses and midwives (number),"2,841",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
598,Papua New Guinea,2000,Health personnel: Nurses and midwives personnel (per 1000 population),0.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
598,Papua New Guinea,2009,Health personnel: Dentists (number),121,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
598,Papua New Guinea,2009,Health personnel: Dentists (per 1000 population),0.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
598,Papua New Guinea,2010,Health personnel: Physicians (number),376,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
598,Papua New Guinea,2010,Health personnel: Physicians (per 1000 population),0.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
598,Papua New Guinea,2010,Health personnel: Nurses and midwives (number),"3,643",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
598,Papua New Guinea,2010,Health personnel: Nurses and midwives personnel (per 1000 population),0.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
598,Papua New Guinea,2012,Health personnel: Pharmacists (number),354,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
598,Papua New Guinea,2012,Health personnel: Pharmacists (per 1000 population),0.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
600,Paraguay,2002,Health personnel: Physicians (number),"6,355",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
600,Paraguay,2002,Health personnel: Physicians (per 1000 population),1.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
600,Paraguay,2002,Health personnel: Dentists (number),"2,426",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
600,Paraguay,2002,Health personnel: Dentists (per 1000 population),0.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
600,Paraguay,2002,Health personnel: Pharmacists (number),845,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
600,Paraguay,2002,Health personnel: Pharmacists (per 1000 population),0.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
600,Paraguay,2002,Health personnel: Nurses and midwives (number),"10,261",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
600,Paraguay,2002,Health personnel: Nurses and midwives personnel (per 1000 population),1.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
600,Paraguay,2012,Health personnel: Physicians (number),"8,203",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
600,Paraguay,2012,Health personnel: Physicians (per 1000 population),1.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
600,Paraguay,2012,Health personnel: Dentists (number),"1,054",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
600,Paraguay,2012,Health personnel: Dentists (per 1000 population),0.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
600,Paraguay,2012,Health personnel: Nurses and midwives (number),"6,689",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
600,Paraguay,2012,Health personnel: Nurses and midwives personnel (per 1000 population),1.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
600,Paraguay,2018,Health personnel: Physicians (number),"9,421",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
600,Paraguay,2018,Health personnel: Physicians (per 1000 population),1.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
600,Paraguay,2018,Health personnel: Dentists (number),"1,129",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
600,Paraguay,2018,Health personnel: Dentists (per 1000 population),0.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
600,Paraguay,2018,Health personnel: Pharmacists (number),221,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
600,Paraguay,2018,Health personnel: Pharmacists (per 1000 population),0.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
600,Paraguay,2018,Health personnel: Nurses and midwives (number),"8,048",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
600,Paraguay,2018,Health personnel: Nurses and midwives personnel (per 1000 population),1.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
604,Peru,2009,Health personnel: Physicians (number),"27,272",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
604,Peru,2009,Health personnel: Physicians (per 1000 population),0.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
604,Peru,2009,Health personnel: Dentists (number),"3,570",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
604,Peru,2009,Health personnel: Dentists (per 1000 population),0.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
604,Peru,2009,Health personnel: Pharmacists (number),"1,822",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
604,Peru,2009,Health personnel: Pharmacists (per 1000 population),0.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
604,Peru,2009,Health personnel: Nurses and midwives (number),"37,672",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
604,Peru,2009,Health personnel: Nurses and midwives personnel (per 1000 population),1.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
604,Peru,2012,Health personnel: Physicians (number),"33,669",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
604,Peru,2012,Health personnel: Physicians (per 1000 population),1.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
604,Peru,2012,Health personnel: Dentists (number),"4,471",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
604,Peru,2012,Health personnel: Dentists (per 1000 population),0.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
604,Peru,2012,Health personnel: Pharmacists (number),"1,528",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
604,Peru,2012,Health personnel: Pharmacists (per 1000 population),0.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
604,Peru,2012,Health personnel: Nurses and midwives (number),"45,024",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
604,Peru,2012,Health personnel: Nurses and midwives personnel (per 1000 population),1.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
604,Peru,2016,Health personnel: Physicians (number),"40,352",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
604,Peru,2016,Health personnel: Physicians (per 1000 population),1.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
604,Peru,2016,Health personnel: Dentists (number),"5,719",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
604,Peru,2016,Health personnel: Dentists (per 1000 population),0.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
604,Peru,2016,Health personnel: Nurses and midwives (number),"42,894",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
604,Peru,2016,Health personnel: Nurses and midwives personnel (per 1000 population),1.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
608,Philippines,2004,Health personnel: Physicians (number),"93,862",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
608,Philippines,2004,Health personnel: Physicians (per 1000 population),1.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
608,Philippines,2004,Health personnel: Dentists (number),"45,903",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
608,Philippines,2004,Health personnel: Dentists (per 1000 population),0.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
608,Philippines,2004,Health personnel: Pharmacists (number),"49,667",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
608,Philippines,2004,Health personnel: Pharmacists (per 1000 population),0.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
608,Philippines,2004,Health personnel: Nurses and midwives (number),"359,052",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
608,Philippines,2004,Health personnel: Nurses and midwives personnel (per 1000 population),4.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
608,Philippines,2005,Health personnel: Physicians (number),"106,083",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
608,Philippines,2005,Health personnel: Physicians (per 1000 population),1.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
608,Philippines,2005,Health personnel: Nurses and midwives (number),"369,065",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
608,Philippines,2005,Health personnel: Nurses and midwives personnel (per 1000 population),4.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
608,Philippines,2010,Health personnel: Physicians (number),"119,497",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
608,Philippines,2010,Health personnel: Physicians (per 1000 population),1.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
608,Philippines,2010,Health personnel: Nurses and midwives (number),"312,564",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
608,Philippines,2010,Health personnel: Nurses and midwives personnel (per 1000 population),3.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
608,Philippines,2011,Health personnel: Pharmacists (number),"59,000",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
608,Philippines,2011,Health personnel: Pharmacists (per 1000 population),0.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
616,Poland,2010,Health personnel: Physicians (number),"83,201",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
616,Poland,2010,Health personnel: Physicians (per 1000 population),2.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
616,Poland,2010,Health personnel: Dentists (number),"12,549",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
616,Poland,2010,Health personnel: Dentists (per 1000 population),0.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
616,Poland,2010,Health personnel: Pharmacists (number),"25,203",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
616,Poland,2010,Health personnel: Pharmacists (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
616,Poland,2010,Health personnel: Nurses and midwives (number),"246,001",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
616,Poland,2010,Health personnel: Nurses and midwives personnel (per 1000 population),6.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
616,Poland,2015,Health personnel: Physicians (number),"88,437",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
616,Poland,2015,Health personnel: Physicians (per 1000 population),2.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
616,Poland,2015,Health personnel: Dentists (number),"12,603",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
616,Poland,2015,Health personnel: Dentists (per 1000 population),0.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
616,Poland,2015,Health personnel: Pharmacists (number),"28,121",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
616,Poland,2015,Health personnel: Pharmacists (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
616,Poland,2015,Health personnel: Nurses and midwives (number),"219,845",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
616,Poland,2015,Health personnel: Nurses and midwives personnel (per 1000 population),5.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
616,Poland,2016,Health personnel: Physicians (number),"91,730",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
616,Poland,2016,Health personnel: Physicians (per 1000 population),2.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
616,Poland,2016,Health personnel: Dentists (number),"13,308",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
616,Poland,2016,Health personnel: Dentists (per 1000 population),0.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
616,Poland,2016,Health personnel: Pharmacists (number),"29,268",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
616,Poland,2016,Health personnel: Pharmacists (per 1000 population),0.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
616,Poland,2016,Health personnel: Nurses and midwives (number),"218,723",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
616,Poland,2016,Health personnel: Nurses and midwives personnel (per 1000 population),5.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2005,Health personnel: Physicians (number),"36,138",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2005,Health personnel: Physicians (per 1000 population),3.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2005,Health personnel: Dentists (number),"5,056",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2005,Health personnel: Dentists (per 1000 population),0.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2005,Health personnel: Pharmacists (number),"9,494",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2005,Health personnel: Pharmacists (per 1000 population),0.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2005,Health personnel: Nurses and midwives (number),"48,155",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2005,Health personnel: Nurses and midwives personnel (per 1000 population),4.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2010,Health personnel: Physicians (number),"40,672",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2010,Health personnel: Physicians (per 1000 population),3.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2010,Health personnel: Dentists (number),"8,105",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2010,Health personnel: Dentists (per 1000 population),0.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2010,Health personnel: Pharmacists (number),"7,674",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2010,Health personnel: Pharmacists (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2010,Health personnel: Nurses and midwives (number),"64,760",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2010,Health personnel: Nurses and midwives personnel (per 1000 population),6.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2014,Health personnel: Physicians (number),"46,036",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2014,Health personnel: Physicians (per 1000 population),4.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2014,Health personnel: Dentists (number),"9,125",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2014,Health personnel: Dentists (per 1000 population),0.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2014,Health personnel: Pharmacists (number),"8,653",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2014,Health personnel: Pharmacists (per 1000 population),0.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2014,Health personnel: Nurses and midwives (number),"68,888",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2014,Health personnel: Nurses and midwives personnel (per 1000 population),6.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2015,Health personnel: Pharmacists (number),"8,711",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2015,Health personnel: Pharmacists (per 1000 population),0.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2016,Health personnel: Physicians (number),"34,595",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2016,Health personnel: Physicians (per 1000 population),3.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2016,Health personnel: Pharmacists (number),"8,788",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2016,Health personnel: Pharmacists (per 1000 population),0.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2016,Health personnel: Nurses and midwives (number),"66,093",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
620,Portugal,2016,Health personnel: Nurses and midwives personnel (per 1000 population),6.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2005,Health personnel: Physicians (number),"2,150",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2005,Health personnel: Physicians (per 1000 population),2.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2005,Health personnel: Dentists (number),690,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2005,Health personnel: Dentists (per 1000 population),0.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2005,Health personnel: Pharmacists (number),"1,100",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2005,Health personnel: Pharmacists (per 1000 population),1.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2005,Health personnel: Nurses and midwives (number),"4,880",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2005,Health personnel: Nurses and midwives personnel (per 1000 population),5.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2006,Health personnel: Physicians (number),"2,313",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2006,Health personnel: Physicians (per 1000 population),2.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2006,Health personnel: Dentists (number),486,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2006,Health personnel: Dentists (per 1000 population),0.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2006,Health personnel: Pharmacists (number),"1,056",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2006,Health personnel: Pharmacists (per 1000 population),1.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2006,Health personnel: Nurses and midwives (number),"6,185",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2006,Health personnel: Nurses and midwives personnel (per 1000 population),6.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2010,Health personnel: Physicians (number),"6,919",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2010,Health personnel: Physicians (per 1000 population),3.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2010,Health personnel: Nurses and midwives (number),"10,615",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2010,Health personnel: Nurses and midwives personnel (per 1000 population),6.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2014,Health personnel: Physicians (number),"4,267",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2014,Health personnel: Physicians (per 1000 population),1.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2014,Health personnel: Dentists (number),"1,662",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2014,Health personnel: Dentists (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2014,Health personnel: Pharmacists (number),"2,136",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2014,Health personnel: Pharmacists (per 1000 population),0.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2014,Health personnel: Nurses and midwives (number),"13,771",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2014,Health personnel: Nurses and midwives personnel (per 1000 population),5.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2016,Health personnel: Physicians (number),"7,152",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2016,Health personnel: Physicians (per 1000 population),2.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2016,Health personnel: Dentists (number),"2,155",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2016,Health personnel: Dentists (per 1000 population),0.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
