T06,"Ratio of girls to boys in primary, secondary and tertiary education",,,,,
410,Republic of Korea,1985,Ratio of girls to boys in tertiary education,0.4721,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
410,Republic of Korea,1995,Ratio of girls to boys in tertiary education,0.5718,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
410,Republic of Korea,2005,Ratio of girls to boys in tertiary education,0.6404,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
410,Republic of Korea,2010,Ratio of girls to boys in tertiary education,0.7439,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
410,Republic of Korea,2015,Ratio of girls to boys in tertiary education,0.7703,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
410,Republic of Korea,2016,Ratio of girls to boys in tertiary education,0.7799,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
498,Republic of Moldova,1995,Ratio of girls to boys in primary education,0.9926,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
498,Republic of Moldova,2005,Ratio of girls to boys in primary education,0.9862,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
498,Republic of Moldova,2010,Ratio of girls to boys in primary education,0.9960,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
498,Republic of Moldova,2015,Ratio of girls to boys in primary education,0.9899,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
498,Republic of Moldova,2016,Ratio of girls to boys in primary education,0.9923,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
498,Republic of Moldova,2017,Ratio of girls to boys in primary education,0.9966,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
498,Republic of Moldova,1995,Ratio of girls to boys in secondary education,1.0416,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
498,Republic of Moldova,2005,Ratio of girls to boys in secondary education,1.0432,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
498,Republic of Moldova,2010,Ratio of girls to boys in secondary education,1.0236,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
498,Republic of Moldova,2015,Ratio of girls to boys in secondary education,1.0081,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
498,Republic of Moldova,2016,Ratio of girls to boys in secondary education,1.0008,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
498,Republic of Moldova,2017,Ratio of girls to boys in secondary education,0.9935,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
498,Republic of Moldova,1995,Ratio of girls to boys in tertiary education,1.1509,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
498,Republic of Moldova,2005,Ratio of girls to boys in tertiary education,1.4562,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
498,Republic of Moldova,2010,Ratio of girls to boys in tertiary education,1.3362,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
498,Republic of Moldova,2015,Ratio of girls to boys in tertiary education,1.3415,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
498,Republic of Moldova,2016,Ratio of girls to boys in tertiary education,1.3390,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
498,Republic of Moldova,2017,Ratio of girls to boys in tertiary education,1.3058,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
638,Réunion,1985,Ratio of girls to boys in primary education,0.9362,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
638,Réunion,1995,Ratio of girls to boys in secondary education,1.0257,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
642,Romania,1995,Ratio of girls to boys in primary education,0.9977,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
642,Romania,2005,Ratio of girls to boys in primary education,0.9865,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
642,Romania,2010,Ratio of girls to boys in primary education,0.9843,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
642,Romania,2015,Ratio of girls to boys in primary education,0.9846,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
642,Romania,2016,Ratio of girls to boys in primary education,0.9873,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
642,Romania,1995,Ratio of girls to boys in secondary education,1.0291,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
642,Romania,2005,Ratio of girls to boys in secondary education,1.0190,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
642,Romania,2010,Ratio of girls to boys in secondary education,0.9920,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
642,Romania,2015,Ratio of girls to boys in secondary education,0.9940,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
642,Romania,2016,Ratio of girls to boys in secondary education,0.9923,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
642,Romania,1985,Ratio of girls to boys in tertiary education,0.8089,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
642,Romania,1995,Ratio of girls to boys in tertiary education,0.9351,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
642,Romania,2005,Ratio of girls to boys in tertiary education,1.2641,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
642,Romania,2010,Ratio of girls to boys in tertiary education,1.3731,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
642,Romania,2015,Ratio of girls to boys in tertiary education,1.2281,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
642,Romania,2016,Ratio of girls to boys in tertiary education,1.2384,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
643,Russian Federation,1995,Ratio of girls to boys in primary education,0.9937,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
643,Russian Federation,2005,Ratio of girls to boys in primary education,1.0020,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
643,Russian Federation,2015,Ratio of girls to boys in primary education,1.0078,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
643,Russian Federation,2016,Ratio of girls to boys in primary education,1.0050,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
643,Russian Federation,2005,Ratio of girls to boys in secondary education,0.9896,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
643,Russian Federation,2015,Ratio of girls to boys in secondary education,0.9795,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
643,Russian Federation,2016,Ratio of girls to boys in secondary education,0.9854,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
643,Russian Federation,2005,Ratio of girls to boys in tertiary education,1.3733,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
643,Russian Federation,2015,Ratio of girls to boys in tertiary education,1.2112,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
643,Russian Federation,2016,Ratio of girls to boys in tertiary education,1.1953,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
646,Rwanda,1985,Ratio of girls to boys in primary education,0.9455,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
646,Rwanda,2005,Ratio of girls to boys in primary education,1.0071,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
646,Rwanda,2010,Ratio of girls to boys in primary education,1.0257,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
646,Rwanda,2015,Ratio of girls to boys in primary education,1.0114,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
646,Rwanda,2016,Ratio of girls to boys in primary education,0.9964,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
646,Rwanda,2017,Ratio of girls to boys in primary education,0.9900,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
646,Rwanda,1985,Ratio of girls to boys in secondary education,0.7761,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
646,Rwanda,2005,Ratio of girls to boys in secondary education,0.8942,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
646,Rwanda,2010,Ratio of girls to boys in secondary education,0.9907,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
646,Rwanda,2015,Ratio of girls to boys in secondary education,1.0853,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
646,Rwanda,2016,Ratio of girls to boys in secondary education,1.0981,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
646,Rwanda,2017,Ratio of girls to boys in secondary education,1.1211,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
646,Rwanda,1985,Ratio of girls to boys in tertiary education,0.1640,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
646,Rwanda,2010,Ratio of girls to boys in tertiary education,0.7828,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
646,Rwanda,2015,Ratio of girls to boys in tertiary education,0.7769,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
646,Rwanda,2016,Ratio of girls to boys in tertiary education,0.7636,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
646,Rwanda,2017,Ratio of girls to boys in tertiary education,0.8847,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
662,Saint Lucia,1985,Ratio of girls to boys in primary education,1.0012,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
662,Saint Lucia,2005,Ratio of girls to boys in primary education,0.9554,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
662,Saint Lucia,1985,Ratio of girls to boys in secondary education,1.6400,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
662,Saint Lucia,2005,Ratio of girls to boys in secondary education,1.1758,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
662,Saint Lucia,2010,Ratio of girls to boys in secondary education,0.9883,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
662,Saint Lucia,2015,Ratio of girls to boys in secondary education,0.9909,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
662,Saint Lucia,2016,Ratio of girls to boys in secondary education,1.0093,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
662,Saint Lucia,2017,Ratio of girls to boys in secondary education,1.0059,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
662,Saint Lucia,1985,Ratio of girls to boys in tertiary education,0.8297,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
662,Saint Lucia,2005,Ratio of girls to boys in tertiary education,2.7185,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
662,Saint Lucia,2010,Ratio of girls to boys in tertiary education,2.5803,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
662,Saint Lucia,2015,Ratio of girls to boys in tertiary education,1.9022,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
662,Saint Lucia,2016,Ratio of girls to boys in tertiary education,1.9536,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
662,Saint Lucia,2017,Ratio of girls to boys in tertiary education,2.0025,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
670,Saint Vincent & Grenadines,2005,Ratio of girls to boys in primary education,0.9066,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
670,Saint Vincent & Grenadines,2010,Ratio of girls to boys in primary education,0.9304,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
670,Saint Vincent & Grenadines,2015,Ratio of girls to boys in primary education,0.9746,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
670,Saint Vincent & Grenadines,2016,Ratio of girls to boys in primary education,0.9758,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
670,Saint Vincent & Grenadines,2017,Ratio of girls to boys in primary education,0.9817,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
670,Saint Vincent & Grenadines,1985,Ratio of girls to boys in secondary education,1.4910,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
670,Saint Vincent & Grenadines,2005,Ratio of girls to boys in secondary education,1.2515,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
670,Saint Vincent & Grenadines,2010,Ratio of girls to boys in secondary education,1.0241,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
670,Saint Vincent & Grenadines,2015,Ratio of girls to boys in secondary education,0.9734,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
670,Saint Vincent & Grenadines,2016,Ratio of girls to boys in secondary education,0.9864,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
670,Saint Vincent & Grenadines,2017,Ratio of girls to boys in secondary education,0.9565,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
882,Samoa,1995,Ratio of girls to boys in primary education,1.0286,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
882,Samoa,2005,Ratio of girls to boys in primary education,1.0071,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
882,Samoa,2010,Ratio of girls to boys in primary education,0.9861,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
882,Samoa,2015,Ratio of girls to boys in primary education,1.0005,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
882,Samoa,2016,Ratio of girls to boys in primary education,1.0123,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
882,Samoa,2017,Ratio of girls to boys in primary education,1.0028,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
882,Samoa,1995,Ratio of girls to boys in secondary education,1.1234,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
882,Samoa,2005,Ratio of girls to boys in secondary education,1.1273,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
882,Samoa,2010,Ratio of girls to boys in secondary education,1.1378,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
882,Samoa,2015,Ratio of girls to boys in secondary education,1.1098,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
882,Samoa,2016,Ratio of girls to boys in secondary education,1.1035,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
674,San Marino,2010,Ratio of girls to boys in primary education,1.1336,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
674,San Marino,2010,Ratio of girls to boys in secondary education,1.0191,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
674,San Marino,2010,Ratio of girls to boys in tertiary education,1.4593,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
678,Sao Tome and Principe,2005,Ratio of girls to boys in primary education,0.9612,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
678,Sao Tome and Principe,2010,Ratio of girls to boys in primary education,0.9903,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
678,Sao Tome and Principe,2015,Ratio of girls to boys in primary education,0.9562,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
678,Sao Tome and Principe,2016,Ratio of girls to boys in primary education,0.9525,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
678,Sao Tome and Principe,2017,Ratio of girls to boys in primary education,0.9617,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
678,Sao Tome and Principe,2005,Ratio of girls to boys in secondary education,1.0599,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
678,Sao Tome and Principe,2010,Ratio of girls to boys in secondary education,1.0182,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
678,Sao Tome and Principe,2015,Ratio of girls to boys in secondary education,1.1067,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
678,Sao Tome and Principe,2016,Ratio of girls to boys in secondary education,1.1341,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
678,Sao Tome and Principe,2017,Ratio of girls to boys in secondary education,1.1500,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
678,Sao Tome and Principe,2010,Ratio of girls to boys in tertiary education,0.9670,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
678,Sao Tome and Principe,2015,Ratio of girls to boys in tertiary education,1.0332,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
682,Saudi Arabia,2005,Ratio of girls to boys in primary education,0.9849,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
682,Saudi Arabia,2010,Ratio of girls to boys in primary education,0.9916,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
682,Saudi Arabia,2015,Ratio of girls to boys in primary education,1.0075,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
682,Saudi Arabia,2016,Ratio of girls to boys in primary education,0.9823,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
682,Saudi Arabia,2005,Ratio of girls to boys in secondary education,0.9407,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
682,Saudi Arabia,1985,Ratio of girls to boys in tertiary education,0.6591,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
682,Saudi Arabia,1995,Ratio of girls to boys in tertiary education,0.9077,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
682,Saudi Arabia,2005,Ratio of girls to boys in tertiary education,1.4777,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
682,Saudi Arabia,2010,Ratio of girls to boys in tertiary education,1.1499,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
682,Saudi Arabia,2015,Ratio of girls to boys in tertiary education,1.0098,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
682,Saudi Arabia,2016,Ratio of girls to boys in tertiary education,1.0029,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
682,Saudi Arabia,2017,Ratio of girls to boys in tertiary education,0.9872,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
686,Senegal,1985,Ratio of girls to boys in primary education,0.6819,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
686,Senegal,1995,Ratio of girls to boys in primary education,0.7653,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
686,Senegal,2005,Ratio of girls to boys in primary education,0.9623,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
686,Senegal,2010,Ratio of girls to boys in primary education,1.0567,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
